fold,method_id,horizon_group,AQL,MAE,RMSE,pricefm_AQL,pricefm_MAE,pricefm_RMSE,delta_AQL_vs_pricefm,delta_MAE_vs_pricefm,delta_RMSE_vs_pricefm
3,pricefm_phase1_pretraining,49-72,7.50992859568172,18.49496373295936,29.50327632506257,7.50992859568172,18.49496373295936,29.50327632506257,0.0,0.0,0.0
3,qdesn_al_rhs_ns_exact_chunked,49-72,8.16395714514132,19.729061747524305,30.733205386432246,7.50992859568172,18.49496373295936,29.50327632506257,0.654028549459599,1.234098014564946,1.2299290613696776
3,qdesn_exal_rhs_ns_exact_chunked,49-72,8.174877607765545,19.783237801234993,30.812697495981215,7.50992859568172,18.49496373295936,29.50327632506257,0.6649490120838246,1.2882740682756335,1.3094211709186467
3,normal_rhs_ns,49-72,9.225006657356326,22.82691425900187,31.717193748307036,7.50992859568172,18.49496373295936,29.50327632506257,1.715078061674606,4.331950526042512,2.2139174232444674
3,normal_scaled_ridge,49-72,25.54309417338285,26.250666304740736,34.78301448476643,7.50992859568172,18.49496373295936,29.50327632506257,18.03316557770113,7.755702571781377,5.279738159703864
3,pricefm_phase1_pretraining,73-96,6.503396325703938,15.957308468328998,24.632467522273515,6.503396325703938,15.957308468328998,24.632467522273515,0.0,0.0,0.0
3,qdesn_exal_rhs_ns_exact_chunked,73-96,7.43348876232453,18.37430055947081,25.729167626421656,6.503396325703938,15.957308468328998,24.632467522273515,0.9300924366205923,2.416992091141813,1.096700104148141
3,qdesn_al_rhs_ns_exact_chunked,73-96,7.4637017247093915,18.393359175931902,25.70959425233455,6.503396325703938,15.957308468328998,24.632467522273515,0.9603053990054535,2.436050707602904,1.0771267300610354
3,normal_rhs_ns,73-96,8.776349269263898,21.873397346944458,28.76089000944629,6.503396325703938,15.957308468328998,24.632467522273515,2.27295294355996,5.91608887861546,4.128422487172774
3,normal_scaled_ridge,73-96,25.572873803336904,26.440250436091958,34.21967001077721,6.503396325703938,15.957308468328998,24.632467522273515,19.069477477632965,10.48294196776296,9.587202488503692
