region,fold,qdesn_method_id,qdesn_AQL,deprecated_R92_method_id,deprecated_R92_AQL,delta_AQL_qdesn_minus_deprecated_R92,authority_transition_rule,R92_case_fallback_used,test_evidence_path,test_evidence_sha256
FR,1,qdesn_exal_rhs_ns_r98_region_frozen,5.517975979924961,qdesn_exal_rhs_ns_exact_chunked,5.442734755478332,0.07524122444662851,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=FR/fold=1/score/test_metric.csv,f635f33dd444cc2731ee3a4542a3fa1cedec2d83dd8dcb1faf5bc0365a0956bb
FR,2,qdesn_exal_rhs_ns_r98_region_frozen,5.9113282568120455,qdesn_exal_rhs_ns_exact_chunked,5.936035546812598,-0.024707290000552717,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=FR/fold=2/score/test_metric.csv,67c07a19a914ea5df847b8a68c18e056fa09388c7f83caf702afb1ce00269744
FR,3,qdesn_exal_rhs_ns_r98_region_frozen,5.513733981270419,qdesn_exal_rhs_ns_exact_chunked,5.719495284131799,-0.20576130286138028,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=FR/fold=3/score/test_metric.csv,6dcd4f154833adac4c3c816c6c2b59f396c0e9cbaed5135522b4199e86a1982a
GR,1,qdesn_al_rhs_ns_r98_region_frozen,7.241662429194929,qdesn_exal_rhs_ns_exact_chunked,7.157172901902184,0.08448952729274506,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=GR/fold=1/score/test_metric.csv,0ea575bb93e4ac912053da475e02d1ffa501e6163a8b745f6fe5e9ed2a00af53
GR,2,qdesn_al_rhs_ns_r98_region_frozen,6.371337581174139,qdesn_exal_rhs_ns_exact_chunked,6.3811350037202255,-0.009797422546086842,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=GR/fold=2/score/test_metric.csv,0c682de052d75ae7fd4e2eb912db43506112b94cb71db7a6c7a8429dc0599a81
GR,3,qdesn_al_rhs_ns_r98_region_frozen,8.661561515028382,qdesn_exal_rhs_ns_exact_chunked,9.317762356042136,-0.6562008410137548,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=GR/fold=3/score/test_metric.csv,1add4f7abd25dfd2a4b4b185fc49b4d75e48d2539f0a8a4ded2d3e1dac7e2a10
HR,1,qdesn_exal_rhs_ns_r98_region_frozen,13.75939352877943,qdesn_exal_rhs_ns_exact_chunked,7.124005922071876,6.635387606707554,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=HR/fold=1/score/test_metric.csv,ba2d1bdf0600ff6a942ffb6c3ee1e1278de0f3a1fe6aaf92c2631d98365db04b
HR,2,qdesn_exal_rhs_ns_r98_region_frozen,16.144769299033385,qdesn_exal_rhs_ns_exact_chunked,9.416938795578552,6.7278305034548325,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=HR/fold=2/score/test_metric.csv,9ff7b860eb4df9a78497d79711b28a974ac194c2ec77e0eae02e3913f01606b2
HR,3,qdesn_exal_rhs_ns_r98_region_frozen,12.815914747045548,qdesn_al_rhs_ns_exact_chunked,9.95242512200148,2.8634896250440676,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=HR/fold=3/score/test_metric.csv,8a60e4410d7f04ecbb65340dba00e05d75b7f8c41431e82a92f197c2774a728b
HU,1,qdesn_al_rhs_ns_r98_region_frozen,9.449983720529996,qdesn_exal_rhs_ns_exact_chunked,7.871386186505393,1.5785975340246035,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=HU/fold=1/score/test_metric.csv,e4d846c96d75e3b26ae1b5813ed0a921e3608a472585463b00ee0e9ad83fb3ed
HU,2,qdesn_al_rhs_ns_r98_region_frozen,11.938826706983376,qdesn_exal_rhs_ns_exact_chunked,8.68414129014653,3.254685416836846,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=HU/fold=2/score/test_metric.csv,8e86b3da293df9956b11d9d1db28a6308c8eccc20b59d712558533759cb7a1f1
HU,3,qdesn_al_rhs_ns_r98_region_frozen,12.282675602968087,qdesn_exal_rhs_ns_exact_chunked,8.853840035894729,3.4288355670733583,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=HU/fold=3/score/test_metric.csv,857038875d0a921e343a5363b48712d15e9d6bcc796b14cc6751028692db06a3
IT_CALA,1,qdesn_exal_rhs_ns_r98_region_frozen,4.938160957026656,qdesn_al_rhs_ns_exact_chunked,6.732704491093766,-1.7945435340671096,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_CALA/fold=1/score/test_metric.csv,dd52d6cc07dbd0398e0a698f0a89c094ae55f542b483bed73a763c4130113f8c
IT_CALA,2,qdesn_exal_rhs_ns_r98_region_frozen,5.083441565537607,qdesn_al_rhs_ns_exact_chunked,5.636662454293292,-0.5532208887556855,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_CALA/fold=2/score/test_metric.csv,b34d61cd94c520eb297f428121f5fc9fbf79bd5bc00185ebcd99275bc3adf1d4
IT_CALA,3,qdesn_exal_rhs_ns_r98_region_frozen,4.870373964533954,qdesn_exal_rhs_ns_exact_chunked,5.422361012169061,-0.551987047635107,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_CALA/fold=3/score/test_metric.csv,6c33a4a71b77e853287d61f14e65f211279346743f3a28bbcb6280845a733427
IT_CNOR,1,qdesn_exal_rhs_ns_r98_region_frozen,6.964620531552234,qdesn_exal_rhs_ns_exact_chunked,4.692526808201997,2.2720937233502374,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_CNOR/fold=1/score/test_metric.csv,b419120b04418334db65a649c56df5ceca1ceac424b37137cb056960a8d4946b
IT_CNOR,2,qdesn_exal_rhs_ns_r98_region_frozen,5.704643453250919,qdesn_exal_rhs_ns_exact_chunked,4.810840436860763,0.893803016390156,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_CNOR/fold=2/score/test_metric.csv,0fa343fc98ff5241dc80a059c750e17a54b40b3d03c641ff2b3e90f5ce0d88d7
IT_CNOR,3,qdesn_exal_rhs_ns_r98_region_frozen,4.73095766444396,qdesn_exal_rhs_ns_exact_chunked,4.487073348573037,0.24388431587092363,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_CNOR/fold=3/score/test_metric.csv,da8b6c23a50ec012cb48eece9d4c6fc5a96610064a22394accd30a3984ea269a
IT_CSUD,1,qdesn_exal_rhs_ns_r98_region_frozen,5.182566343903774,qdesn_exal_rhs_ns_exact_chunked,5.128550921544743,0.05401542235903101,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_CSUD/fold=1/score/test_metric.csv,85c535e290d52a6a19007fdbb46ead6a5b45cacf5fafca3de3516e7b5520016c
IT_CSUD,2,qdesn_exal_rhs_ns_r98_region_frozen,5.166952178917475,qdesn_exal_rhs_ns_exact_chunked,5.109183637667177,0.05776854125029818,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_CSUD/fold=2/score/test_metric.csv,900a577586553f47616f9417fdeee52d58155d285ea8b3ae7f1ff4ad6e608357
IT_CSUD,3,qdesn_exal_rhs_ns_r98_region_frozen,5.439673132667864,qdesn_exal_rhs_ns_exact_chunked,4.792006994791191,0.6476661378766728,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_CSUD/fold=3/score/test_metric.csv,dfc45f109fffde5bf760c72bd536be219581b73cf414da051d4b1cebfbb02d3c
IT_NORD,1,qdesn_exal_rhs_ns_r98_region_frozen,5.360752857708304,qdesn_exal_rhs_ns_exact_chunked,6.6507554202324055,-1.2900025625241014,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_NORD/fold=1/score/test_metric.csv,c55d7fc87fd3faa4d37a060ae677b7cdf0b805fdb61d9a32763f962b3692c40c
IT_NORD,2,qdesn_exal_rhs_ns_r98_region_frozen,5.09090161398041,qdesn_exal_rhs_ns_exact_chunked,5.481948096922648,-0.39104648294223754,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_NORD/fold=2/score/test_metric.csv,1c11e3fb228a0c3a75d3249f57f4cdf1de13cc1873e00d7a8e7724f5cd804013
IT_NORD,3,qdesn_exal_rhs_ns_r98_region_frozen,4.351661651872739,qdesn_exal_rhs_ns_exact_chunked,4.45544588449818,-0.10378423262544079,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_NORD/fold=3/score/test_metric.csv,af7e11eae5d02fcd20b0c9e0199d747dfe5044927f670abf9927fbe8f907f936
IT_SARD,1,qdesn_al_rhs_ns_r98_region_frozen,6.312170693283417,qdesn_exal_rhs_ns_exact_chunked,6.958672355036591,-0.6465016617531738,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SARD/fold=1/score/test_metric.csv,4b17da24f97864225f1e18560754bcdf3e1832a3d2fcdb04c6baf4b5dbe446a6
IT_SARD,2,qdesn_al_rhs_ns_r98_region_frozen,7.018756119468255,qdesn_exal_rhs_ns_exact_chunked,7.222532603123841,-0.2037764836555862,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SARD/fold=2/score/test_metric.csv,7f0f3108a3865438a1615e0df350e844d3a241207f50bedcb5ddac446de69850
IT_SARD,3,qdesn_al_rhs_ns_r98_region_frozen,5.804932243693033,qdesn_exal_rhs_ns_exact_chunked,6.087021097691635,-0.2820888539986024,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SARD/fold=3/score/test_metric.csv,f65c5ea519fbf8833595bb5cb0c2e756c0174d81788fc757e633a45ea1447cb6
