"mcmc_case_id","case_id","scenario_id","base_scenario_id","source_model_id","model_id","display_label","likelihood_family","fit_structure","window","rows","oracle_quantile_mae","oracle_quantile_rmse","oracle_quantile_bias"
"gaussian_mixture_bridge__exqdesn_rhs_independent","gaussian_mixture_bridge__exqdesn_rhs_independent","gaussian_mixture_bridge","gaussian_mixture_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0.100992354144074,0.129490285772531,0.00527327343200883
"gaussian_mixture_bridge__exqdesn_rhs_independent","gaussian_mixture_bridge__exqdesn_rhs_independent","gaussian_mixture_bridge","gaussian_mixture_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0.0966584160474172,0.121894000825603,0.0156657469803282
"laplace_bridge__joint_qdesn_rhs","laplace_bridge__joint_qdesn_rhs","laplace_bridge","laplace_bridge","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,0.150869291487353,0.202442010884688,-0.041145735729457
"laplace_bridge__joint_qdesn_rhs","laplace_bridge__joint_qdesn_rhs","laplace_bridge","laplace_bridge","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,0.329510621863298,0.476548130242394,-0.154214778217915
"laplace_bridge__qdesn_rhs_independent","laplace_bridge__qdesn_rhs_independent","laplace_bridge","laplace_bridge","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,0.132106942871547,0.182173997574441,-0.049798973916805
"laplace_bridge__qdesn_rhs_independent","laplace_bridge__qdesn_rhs_independent","laplace_bridge","laplace_bridge","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,0.264825304862484,0.378384116675685,-0.047665967868673
"laplace_bridge__joint_exqdesn_rhs","laplace_bridge__joint_exqdesn_rhs","laplace_bridge","laplace_bridge","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0.142980627763214,0.180511628363427,-0.0462680639056752
"laplace_bridge__joint_exqdesn_rhs","laplace_bridge__joint_exqdesn_rhs","laplace_bridge","laplace_bridge","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0.146877839804064,0.185913545447898,-0.0311113241384372
"laplace_bridge__exqdesn_rhs_independent","laplace_bridge__exqdesn_rhs_independent","laplace_bridge","laplace_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0.126587879650285,0.162676807710999,-0.0468286538059181
"laplace_bridge__exqdesn_rhs_independent","laplace_bridge__exqdesn_rhs_independent","laplace_bridge","laplace_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0.14123775064898,0.181344337787539,-0.0438415975755996
"nonlinear_reservoir_friendly__joint_qdesn_rhs","nonlinear_reservoir_friendly__joint_qdesn_rhs","nonlinear_reservoir_friendly","nonlinear_reservoir_friendly","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,0.224899948154993,0.302885315827121,-0.0585889572610728
"nonlinear_reservoir_friendly__joint_qdesn_rhs","nonlinear_reservoir_friendly__joint_qdesn_rhs","nonlinear_reservoir_friendly","nonlinear_reservoir_friendly","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,0.41776397659289,0.581704304642622,0.281644149605629
"nonlinear_reservoir_friendly__qdesn_rhs_independent","nonlinear_reservoir_friendly__qdesn_rhs_independent","nonlinear_reservoir_friendly","nonlinear_reservoir_friendly","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,0.162252094165075,0.232346702564732,-0.0577823455431288
"nonlinear_reservoir_friendly__qdesn_rhs_independent","nonlinear_reservoir_friendly__qdesn_rhs_independent","nonlinear_reservoir_friendly","nonlinear_reservoir_friendly","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,0.21121076230802,0.316739501645765,-0.0470837811204404
"nonlinear_reservoir_friendly__joint_exqdesn_rhs","nonlinear_reservoir_friendly__joint_exqdesn_rhs","nonlinear_reservoir_friendly","nonlinear_reservoir_friendly","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0.187122621497786,0.243435654870868,-0.0712714187281908
"nonlinear_reservoir_friendly__joint_exqdesn_rhs","nonlinear_reservoir_friendly__joint_exqdesn_rhs","nonlinear_reservoir_friendly","nonlinear_reservoir_friendly","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0.243298117167213,0.300485699119759,0.125730090065942
"nonlinear_reservoir_friendly__exqdesn_rhs_independent","nonlinear_reservoir_friendly__exqdesn_rhs_independent","nonlinear_reservoir_friendly","nonlinear_reservoir_friendly","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0.13779663491469,0.179643174365937,-0.0708269222644183
"nonlinear_reservoir_friendly__exqdesn_rhs_independent","nonlinear_reservoir_friendly__exqdesn_rhs_independent","nonlinear_reservoir_friendly","nonlinear_reservoir_friendly","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0.134067299678952,0.172314894250383,-0.0699376509025295
"normal_bridge__joint_qdesn_rhs","normal_bridge__joint_qdesn_rhs","normal_bridge","normal_bridge","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,0.131021028066997,0.16394061385629,0.0446164503988647
"normal_bridge__joint_qdesn_rhs","normal_bridge__joint_qdesn_rhs","normal_bridge","normal_bridge","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,0.307109014280401,0.390143081909515,0.200342219313976
"normal_bridge__qdesn_rhs_independent","normal_bridge__qdesn_rhs_independent","normal_bridge","normal_bridge","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,0.104455550345184,0.134563889465621,0.0452192343203521
"normal_bridge__qdesn_rhs_independent","normal_bridge__qdesn_rhs_independent","normal_bridge","normal_bridge","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,0.280697766020518,0.333504150480282,0.137977505164948
"normal_bridge__joint_exqdesn_rhs","normal_bridge__joint_exqdesn_rhs","normal_bridge","normal_bridge","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0.114696882131075,0.140488976676259,0.0524832562536799
"normal_bridge__joint_exqdesn_rhs","normal_bridge__joint_exqdesn_rhs","normal_bridge","normal_bridge","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0.239034401680068,0.286812110960819,0.226112532472267
"normal_bridge__exqdesn_rhs_independent","normal_bridge__exqdesn_rhs_independent","normal_bridge","normal_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0.101434203210424,0.123037337457796,0.0513418854394904
"normal_bridge__exqdesn_rhs_independent","normal_bridge__exqdesn_rhs_independent","normal_bridge","normal_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0.20204755507839,0.248990813339918,0.155882457944086
"persistent_heavy_tail__joint_qdesn_rhs","persistent_heavy_tail__joint_qdesn_rhs","persistent_heavy_tail","persistent_heavy_tail","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,0.150895965985202,0.195368459044184,-0.0422673939986729
"persistent_heavy_tail__joint_qdesn_rhs","persistent_heavy_tail__joint_qdesn_rhs","persistent_heavy_tail","persistent_heavy_tail","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,0.250721779563462,0.303700746474923,-0.187543548472598
"persistent_heavy_tail__qdesn_rhs_independent","persistent_heavy_tail__qdesn_rhs_independent","persistent_heavy_tail","persistent_heavy_tail","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,0.141181424867256,0.188838276220895,-0.0457985240356832
"persistent_heavy_tail__qdesn_rhs_independent","persistent_heavy_tail__qdesn_rhs_independent","persistent_heavy_tail","persistent_heavy_tail","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,0.19221862659598,0.264056019948388,-0.0230493802844533
"persistent_heavy_tail__joint_exqdesn_rhs","persistent_heavy_tail__joint_exqdesn_rhs","persistent_heavy_tail","persistent_heavy_tail","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0.129135855116103,0.165416741335765,-0.0246011965639258
"persistent_heavy_tail__joint_exqdesn_rhs","persistent_heavy_tail__joint_exqdesn_rhs","persistent_heavy_tail","persistent_heavy_tail","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0.151694967732995,0.193866553023704,-0.022729491594545
"persistent_heavy_tail__exqdesn_rhs_independent","persistent_heavy_tail__exqdesn_rhs_independent","persistent_heavy_tail","persistent_heavy_tail","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0.103168396659151,0.13356250555326,-0.0251455282437939
"persistent_heavy_tail__exqdesn_rhs_independent","persistent_heavy_tail__exqdesn_rhs_independent","persistent_heavy_tail","persistent_heavy_tail","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0.0959054303905173,0.119926942123795,0.0166958680674393
"regime_shift__joint_qdesn_rhs","regime_shift__joint_qdesn_rhs","regime_shift","regime_shift","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,0.0897135353915486,0.110821728250071,-0.063548301059448
"regime_shift__joint_qdesn_rhs","regime_shift__joint_qdesn_rhs","regime_shift","regime_shift","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,0.178462683845191,0.199959477422699,-0.173150381181809
"regime_shift__qdesn_rhs_independent","regime_shift__qdesn_rhs_independent","regime_shift","regime_shift","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,0.0952641403539872,0.125027363578076,-0.0657568822285822
"regime_shift__qdesn_rhs_independent","regime_shift__qdesn_rhs_independent","regime_shift","regime_shift","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,0.130767093827352,0.155584964166747,-0.113296792923737
"regime_shift__joint_exqdesn_rhs","regime_shift__joint_exqdesn_rhs","regime_shift","regime_shift","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0.0871959072232634,0.114124030147604,-0.0535194601994063
"regime_shift__joint_exqdesn_rhs","regime_shift__joint_exqdesn_rhs","regime_shift","regime_shift","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0.210399995383619,0.250902765974887,-0.203762942202167
"regime_shift__exqdesn_rhs_independent","regime_shift__exqdesn_rhs_independent","regime_shift","regime_shift","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0.0823686727989845,0.105046149836128,-0.0533282645683063
"regime_shift__exqdesn_rhs_independent","regime_shift__exqdesn_rhs_independent","regime_shift","regime_shift","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0.124589019019831,0.147862595339166,-0.103787812657611
"student_t_location_scale__joint_qdesn_rhs","student_t_location_scale__joint_qdesn_rhs","student_t_location_scale","student_t_location_scale","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,0.10782622885998,0.143513936858062,0.00927890323460285
"student_t_location_scale__joint_qdesn_rhs","student_t_location_scale__joint_qdesn_rhs","student_t_location_scale","student_t_location_scale","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,0.309844677207099,0.385357222763836,-0.184907240277335
"student_t_location_scale__qdesn_rhs_independent","student_t_location_scale__qdesn_rhs_independent","student_t_location_scale","student_t_location_scale","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,0.11546078688957,0.161621195953104,0.0106611432497572
"student_t_location_scale__qdesn_rhs_independent","student_t_location_scale__qdesn_rhs_independent","student_t_location_scale","student_t_location_scale","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,0.415873022463807,0.671099575319058,-0.0234842646969557
"student_t_location_scale__joint_exqdesn_rhs","student_t_location_scale__joint_exqdesn_rhs","student_t_location_scale","student_t_location_scale","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0.114713749182182,0.143616763612503,0.00958591894070058
"student_t_location_scale__joint_exqdesn_rhs","student_t_location_scale__joint_exqdesn_rhs","student_t_location_scale","student_t_location_scale","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0.183887194505131,0.2258889558026,-0.162611288724249
"student_t_location_scale__exqdesn_rhs_independent","student_t_location_scale__exqdesn_rhs_independent","student_t_location_scale","student_t_location_scale","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0.105724005393775,0.134527547197093,0.0110711296788994
"student_t_location_scale__exqdesn_rhs_independent","student_t_location_scale__exqdesn_rhs_independent","student_t_location_scale","student_t_location_scale","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0.0887989185653281,0.116323446580739,-0.0052123686519227
