region,fold,selected_family,AQL,AQCR,MAE,RMSE,current_authoritative_qdesn_AQL,cached_pricefm_AQL,delta_AQL_candidate_minus_current,delta_AQL_candidate_minus_pricefm,rhs_tau0,lag_window,depth,units,alpha,rho,input_scale,feature_policy,state_output,selection_source_stage,selected_atom_manifest_path,selected_atom_manifest_sha256,selected_validation_AQL,selected_validation_AQCR,selected_validation_MAE,selected_validation_RMSE,test_evidence_path,test_evidence_sha256,deprecated_R92_method_id,deprecated_R92_AQL,deprecated_R92_source_class,deprecated_R92_experiment_id,deprecated_R92_feature_policy,qdesn_method_id,qdesn_AQL,qdesn_AQCR,qdesn_MAE,qdesn_RMSE,pricefm_AQL,delta_AQL_qdesn_minus_pricefm,delta_AQL_qdesn_minus_deprecated_R92,decision_label,authority_status,authority_basis,authority_transition_rule,selected_on_split,selection_is_validation_only,same_desn_tau0_all_folds_within_region,same_likelihood_family_all_folds_within_region,test_driven_case_mixing_used,R92_case_fallback_used,test_metrics_role,r97_preregistered_performance_gate_passed,registry_mutation_authorized,article_mutation_authorized,joint_model_authorized,mcmc_authorized
SE_1,2,exal,3.029786064010655,0.0492745031616982,7.227553026278198,13.101185450852702,4.455489392247451,4.93585991647401,-1.4257033282367964,-1.9060738524633551,0.001,168,2,"[120,64]",0.5,0.82,0.15,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SE_1/pricefm_stage_r97_selected_atom_manifest.csv,bbc8d4076108f3f31886f29d4fe2531fb1d16a80cecfd281bf0bcd42321d0379,4.639890384036265,0.01640625,10.819295053901843,21.052248112042136,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_1/fold=2/score/test_metric.csv,85ff1652a86c0ee76e747b55f21d230a4aba17513d9d0207939a5d94c72b4e82,qdesn_al_rhs_ns_exact_chunked,4.455489392247451,current_r3q,covm_se1_f2_target_d1_n120_s025,target_only,qdesn_exal_rhs_ns_r98_region_frozen,3.029786064010655,0.0492745031616982,7.227553026278198,13.101185450852702,4.93585991647401,-1.9060738524633551,-1.4257033282367964,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_1,3,exal,4.798387184990931,0.0153973132969034,11.568960466938607,21.392590565931588,5.13667159910312,4.79098873819068,-0.3382844141121888,0.0073984468002512,0.001,168,2,"[120,64]",0.5,0.82,0.15,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SE_1/pricefm_stage_r97_selected_atom_manifest.csv,bbc8d4076108f3f31886f29d4fe2531fb1d16a80cecfd281bf0bcd42321d0379,2.9423932556021137,0.0047566621499548,6.986469020202828,13.334956130149545,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_1/fold=3/score/test_metric.csv,9986406a5faccf78f67d7d1910b9d34e395824414f15714e14929cb1ee65a414,qdesn_al_rhs_ns_exact_chunked,5.13667159910312,current_r3q,covm_se1_f3_target_d1_n120_s050,target_only,qdesn_exal_rhs_ns_r98_region_frozen,4.798387184990931,0.0153973132969034,11.568960466938607,21.392590565931588,4.79098873819068,0.007398446800251257,-0.3382844141121888,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_2,1,exal,5.710804422176713,0.0102864583333333,13.115168550970148,24.8146603351706,6.445638688948606,4.213533986832111,-0.7348342667718937,1.4972704353446016,0.01,240,2,"[120,64]",0.5,0.95,0.15,graph_summary_mean,final_layer,R95_R96_reuse,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/authoritative/pricefm_stage_r95_allfold_validation_closeout_20260907/pricefm_stage_r95_frozen_allfold_validation_surface.json,4cb26f956ca0c9b728ccdc2d60297758cf8fa519bd8eeb6d9b90c3e5784c72da,2.997511152221784,0.0009676684881602,7.299608141403668,11.797089097503113,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/authoritative/pricefm_stage_r96_scoring_only_test_closeout_20260908/pricefm_stage_r96_se2_fold_comparison.csv,b93302cd85059b8dafac12dae59bc251d30105948a302a2d7f516be65805a985,qdesn_exal_rhs_ns_exact_chunked,6.445638688948606,provenance_bridge_30,broad_l096_d2_n120x120_a0p4_r0p9_in0p25_seed20260608,target_only,qdesn_exal_rhs_ns_r98_region_frozen,5.710804422176713,0.0102864583333333,13.115168550970148,24.8146603351706,4.213533986832111,1.4972704353446016,-0.7348342667718937,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_2,2,exal,3.137367932570641,0.0048554652213188,7.501865319629426,13.751433695264224,3.027532291877057,3.637762707864639,0.1098356406935838,-0.5003947752939979,0.01,240,2,"[120,64]",0.5,0.95,0.15,graph_summary_mean,final_layer,R95_R96_reuse,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/authoritative/pricefm_stage_r95_allfold_validation_closeout_20260907/pricefm_stage_r95_frozen_allfold_validation_surface.json,4cb26f956ca0c9b728ccdc2d60297758cf8fa519bd8eeb6d9b90c3e5784c72da,5.1363500564970135,0.0128761574074074,11.82510942183422,23.46260681671405,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/authoritative/pricefm_stage_r96_scoring_only_test_closeout_20260908/pricefm_stage_r96_se2_fold_comparison.csv,b93302cd85059b8dafac12dae59bc251d30105948a302a2d7f516be65805a985,qdesn_exal_rhs_ns_exact_chunked,3.027532291877057,provenance_bridge_30,localar_d2_u80_alpha_input_scale0p2_alpha0p5,target_only,qdesn_exal_rhs_ns_r98_region_frozen,3.137367932570641,0.0048554652213188,7.501865319629426,13.751433695264224,3.637762707864639,-0.5003947752939979,0.10983564069358387,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_2,3,exal,5.365385753188129,0.0110997267759562,12.578268015667028,22.496650262844064,5.302326465187649,4.63336655065821,0.0630592880004794,0.7320192025299184,0.01,240,2,"[120,64]",0.5,0.95,0.15,graph_summary_mean,final_layer,R95_R96_reuse,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/authoritative/pricefm_stage_r95_allfold_validation_closeout_20260907/pricefm_stage_r95_frozen_allfold_validation_surface.json,4cb26f956ca0c9b728ccdc2d60297758cf8fa519bd8eeb6d9b90c3e5784c72da,3.0508854306924995,0.0032181571815718,7.307650226219579,13.800453531154387,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/authoritative/pricefm_stage_r96_scoring_only_test_closeout_20260908/pricefm_stage_r96_se2_fold_comparison.csv,b93302cd85059b8dafac12dae59bc251d30105948a302a2d7f516be65805a985,qdesn_exal_rhs_ns_exact_chunked,5.302326465187649,provenance_bridge_30,localar_d3_u40_alpha_input_scale0p35_alpha0p45,target_only,qdesn_exal_rhs_ns_r98_region_frozen,5.365385753188129,0.0110997267759562,12.578268015667028,22.496650262844064,4.63336655065821,0.7320192025299184,0.06305928800047944,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_3,1,exal,8.292879278864762,0.1063657407407407,19.09217042139931,30.445901773784623,7.563095505135696,7.628088234250624,0.729783773729066,0.6647910446141374,0.0001,48,2,"[64,64]",0.55,0.82,0.15,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SE_3/pricefm_stage_r97_selected_atom_manifest.csv,6478b80c79c75d147be36b18a7282f03e500478cdf013c03d49ddc8d27a96d57,6.755797604089318,0.0793630464480874,16.575902383088224,33.52885323330204,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_3/fold=1/score/test_metric.csv,5d395ba8c9b45b250bcd42634497f5db226e5b47f19eafb9e9104f70945e91ba,qdesn_exal_rhs_ns_exact_chunked,7.563095505135696,current_r3q,covm_se3_f1_target_d2_n080x080_s035,target_only,qdesn_exal_rhs_ns_r98_region_frozen,8.292879278864762,0.1063657407407407,19.09217042139931,30.445901773784623,7.628088234250624,0.6647910446141374,0.729783773729066,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_3,2,exal,5.609060928064199,0.0214967253839205,13.947094183605946,19.27119092378393,6.001828188404904,6.032925025234049,-0.3927672603407046,-0.4238640971698499,0.0001,48,2,"[64,64]",0.55,0.82,0.15,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SE_3/pricefm_stage_r97_selected_atom_manifest.csv,6478b80c79c75d147be36b18a7282f03e500478cdf013c03d49ddc8d27a96d57,7.969779726152381,0.0500868055555555,18.41829446457454,29.94875068293421,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_3/fold=2/score/test_metric.csv,67c4ac20515cf23f549e595d1012fbf001d302ef7f38eb8a108ffd2e2e124d36,qdesn_exal_rhs_ns_exact_chunked,6.001828188404904,current_r3q,covm_se3_f2_target_d1_n120_s025,target_only,qdesn_exal_rhs_ns_r98_region_frozen,5.609060928064199,0.0214967253839205,13.947094183605946,19.27119092378393,6.032925025234049,-0.42386409716984996,-0.39276726034070464,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_3,3,exal,7.322353167637433,0.0507029826958105,18.330098070290624,29.98995610516775,7.318540783944788,7.614287767733592,0.0038123836926455,-0.2919346000961589,0.0001,48,2,"[64,64]",0.55,0.82,0.15,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SE_3/pricefm_stage_r97_selected_atom_manifest.csv,6478b80c79c75d147be36b18a7282f03e500478cdf013c03d49ddc8d27a96d57,5.478568309137821,0.0447436766034327,13.664216630023438,18.925911163115316,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_3/fold=3/score/test_metric.csv,67ef34ceb777e0127cc82bb3bb711c1056e076eb44db64c3940da52b2bd5e21c,qdesn_exal_rhs_ns_exact_chunked,7.318540783944788,current_r3q,covm_se3_f3_target_d2_n080x080_s035,target_only,qdesn_exal_rhs_ns_r98_region_frozen,7.322353167637433,0.0507029826958105,18.330098070290624,29.98995610516775,7.614287767733592,-0.2919346000961589,0.0038123836926455823,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_4,1,al,8.058925773608484,0.044849537037037,21.33917573910818,28.117205150714547,8.482355318895749,7.702406372794829,-0.4234295452872647,0.3565194008136556,0.0001,168,2,"[64,64]",0.45,0.95,0.2,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SE_4/pricefm_stage_r97_selected_atom_manifest.csv,c104a5566755afcb0ae49b2d90b4d06d3a55f93a84cc7f89708ede2a84f4e429,11.07515804559249,0.0447262067395264,28.37327865789063,44.6041548134546,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_4/fold=1/score/test_metric.csv,f92ee97510f4c616a7c1ffdab412a20387bfafb285c69522a2570f9b19d20b30,qdesn_exal_rhs_ns_exact_chunked,8.482355318895749,stage_m,stagec_p1_diversenewregions_se4_f1_d2_l096_d2_n080x080_a0p4_r0p9_in0p35_seed20260603,target_only,qdesn_al_rhs_ns_r98_region_frozen,8.058925773608484,0.044849537037037,21.33917573910818,28.117205150714547,7.702406372794829,0.35651940081365563,-0.42342954528726473,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_4,2,al,7.561391608352648,0.1095584914182475,18.838371628139665,24.357670454155464,7.680880934598577,7.959831349597134,-0.1194893262459295,-0.398439741244486,0.0001,168,2,"[64,64]",0.45,0.95,0.2,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SE_4/pricefm_stage_r97_selected_atom_manifest.csv,c104a5566755afcb0ae49b2d90b4d06d3a55f93a84cc7f89708ede2a84f4e429,7.663887825386236,0.0533420138888888,19.54062265617913,27.16326571370792,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_4/fold=2/score/test_metric.csv,adbc54741289a2dc7c07557eaf54bb9e175eb33715e3e86ff0983b038a25a8e1,qdesn_exal_rhs_ns_exact_chunked,7.680880934598577,stage_m,stagec_p1_diversenewregions_se4_f2_lowinput_l096_d1_n120_a0p5_r0p9_in0p25_seed20260603,target_only,qdesn_al_rhs_ns_r98_region_frozen,7.561391608352648,0.1095584914182475,18.838371628139665,24.357670454155464,7.959831349597134,-0.398439741244486,-0.11948932624592956,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_4,3,al,8.693182347773744,0.0710097905282331,22.0341061076518,32.84639763634562,8.133776058305212,8.038824197812287,0.5594062894685319,0.6543581499614568,0.0001,168,2,"[64,64]",0.45,0.95,0.2,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SE_4/pricefm_stage_r97_selected_atom_manifest.csv,c104a5566755afcb0ae49b2d90b4d06d3a55f93a84cc7f89708ede2a84f4e429,7.360533099026883,0.0710394083107497,18.72613900804265,24.05692476688582,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_4/fold=3/score/test_metric.csv,4e402b07b5f67342465d363ee2a310154705556a8217c58417a6d8aa5b7845d1,qdesn_exal_rhs_ns_exact_chunked,8.133776058305212,stage_m,stagec_p1_diversenewregions_se4_f3_d2_l096_d2_n080x080_a0p4_r0p9_in0p35_seed20260603,target_only,qdesn_al_rhs_ns_r98_region_frozen,8.693182347773744,0.0710097905282331,22.0341061076518,32.84639763634562,8.038824197812287,0.6543581499614568,0.5594062894685319,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SI,1,al,7.164152245520442,0.0186197916666666,17.536491682809682,25.06141135842685,7.379365969748176,7.060912122116377,-0.2152137242277341,0.1032401234040651,5e-05,48,3,"[96,64,48]",0.45,0.9,0.2,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SI/pricefm_stage_r97_selected_atom_manifest.csv,e187625220d3f6b08cd49c831524fe46ab54fc5811025710f3dbe3786cadb941,9.646044648051932,0.0007542122040072,23.24124735660869,47.96241132438367,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SI/fold=1/score/test_metric.csv,721a46e805cebeab29905b5cab3542b6b92ef2547c4da7d0cc7f47d7aabebf6b,qdesn_exal_rhs_ns_exact_chunked,7.379365969748176,stage_m,stagec_p1_diversenewregions_si_f1_core_l096_d1_n120_a0p5_r0p9_in0p50_seed20260601,target_only,qdesn_al_rhs_ns_r98_region_frozen,7.164152245520442,0.0186197916666666,17.536491682809682,25.06141135842685,7.060912122116377,0.10324012340406519,-0.2152137242277341,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SI,2,al,7.807330300195346,0.0115881887985546,19.318795260133648,31.25189170230625,7.981555119629786,8.658366050247837,-0.17422481943444,-0.8510357500524908,5e-05,48,3,"[96,64,48]",0.45,0.9,0.2,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SI/pricefm_stage_r97_selected_atom_manifest.csv,e187625220d3f6b08cd49c831524fe46ab54fc5811025710f3dbe3786cadb941,6.799337252288691,0.010011574074074,16.811286440892562,24.35684004886422,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SI/fold=2/score/test_metric.csv,5feb063ede47031d977ef49f3c41a2c30fe076e188d3d72a3f1c666e553c9ddd,qdesn_al_rhs_ns_exact_chunked,7.981555119629786,stage_m,staged_si_f2_graphd2_input_lo_seedrob20260618,graph_khop,qdesn_al_rhs_ns_r98_region_frozen,7.807330300195346,0.0115881887985546,19.318795260133648,31.25189170230625,8.658366050247837,-0.8510357500524908,-0.17422481943444001,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SI,3,al,8.450737251879135,0.0164503642987249,20.877555681466788,30.7309938813022,7.060209871560028,8.050190895729497,1.3905273803191065,0.400546356149638,5e-05,48,3,"[96,64,48]",0.45,0.9,0.2,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SI/pricefm_stage_r97_selected_atom_manifest.csv,e187625220d3f6b08cd49c831524fe46ab54fc5811025710f3dbe3786cadb941,7.685685562696181,0.0169094399277326,19.01873313172935,31.094328126346568,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SI/fold=3/score/test_metric.csv,d28b4af9a6c8c02fa646a08a33f9e885392fedf1e148147cc53c050b257c976d,qdesn_exal_rhs_ns_exact_chunked,7.060209871560028,stage_m,staged_si_f3_graphd2_input_lo_seedrob20260616,graph_khop,qdesn_al_rhs_ns_r98_region_frozen,8.450737251879135,0.0164503642987249,20.877555681466788,30.7309938813022,8.050190895729497,0.40054635614963807,1.3905273803191065,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SK,1,exal,7.862621293770901,0.0019965277777777,19.78726295595158,29.19920816988588,7.9971865667259,8.21277852824272,-0.1345652729549993,-0.35015723447182,0.0001,96,1,[64],0.25,0.9,0.15,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SK/pricefm_stage_r97_selected_atom_manifest.csv,14e6208c17729e09551d9eb091c8c5c099087ffe5c653e19b9f25754b999f5fe,10.705099381628497,0.0142873406193078,25.818481421718428,46.87462990193234,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SK/fold=1/score/test_metric.csv,601a84ce6533a7357522d998613e96d89daadb4beb9d2b04530ca7c0f4e7d9dd,qdesn_exal_rhs_ns_exact_chunked,7.9971865667259,stage_m,stageh_sk_f1_graphd2_alpha_low_seedrob20260624,graph_khop,qdesn_exal_rhs_ns_r98_region_frozen,7.862621293770901,0.0019965277777777,19.78726295595158,29.19920816988588,8.21277852824272,-0.35015723447182,-0.13456527295499932,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SK,2,exal,7.657651470498573,0.0016231933152664,18.93967971761628,27.226711562855417,6.662191157409304,6.8154867144988485,0.9954603130892687,0.8421647559997245,0.0001,96,1,[64],0.25,0.9,0.15,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SK/pricefm_stage_r97_selected_atom_manifest.csv,14e6208c17729e09551d9eb091c8c5c099087ffe5c653e19b9f25754b999f5fe,7.611173705657512,0.0,19.020890148596106,28.685081625408145,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SK/fold=2/score/test_metric.csv,f8e0e37da843f9febdd8ac02a992f158eac129e3940743c73716638f47bab19b,qdesn_exal_rhs_ns_exact_chunked,6.662191157409304,stage_m,stagef_sk_f2_graphd2_input_lo_seedrob20260617,graph_khop,qdesn_exal_rhs_ns_r98_region_frozen,7.657651470498573,0.0016231933152664,18.93967971761628,27.226711562855417,6.8154867144988485,0.8421647559997245,0.9954603130892687,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SK,3,exal,17.104154456030283,0.0122950819672131,34.4741186241177,119.92856723440876,8.8066852720388,7.50373905813028,8.297469183991483,9.600415397900004,0.0001,96,1,[64],0.25,0.9,0.15,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SK/pricefm_stage_r97_selected_atom_manifest.csv,14e6208c17729e09551d9eb091c8c5c099087ffe5c653e19b9f25754b999f5fe,7.31268862672985,0.0010727190605239,18.230890162346075,26.35996659503569,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SK/fold=3/score/test_metric.csv,04a258161b180061ed991dee93f58a86fb53fedb7f19e8c0410ec124d2162acd,qdesn_exal_rhs_ns_exact_chunked,8.8066852720388,stage_m,stagef_sk_f3_graphd2_base_seedrob20260617,graph_khop,qdesn_exal_rhs_ns_r98_region_frozen,17.104154456030283,0.0122950819672131,34.4741186241177,119.92856723440876,7.50373905813028,9.600415397900004,8.297469183991483,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
