"mcmc_case_id","case_id","scenario_id","source_model_id","model_id","display_label","likelihood_family","fit_structure","window","rows","raw_crossing_pairs","contract_crossing_pairs","raw_crossing_opportunities","raw_crossing_rate","mean_abs_monotone_adjustment","max_abs_monotone_adjustment","coherence_status"
"gaussian_mixture_bridge__qdesn_rhs_independent","gaussian_mixture_bridge__qdesn_rhs_independent","gaussian_mixture_bridge","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,629,0,5940,0.105892255892256,0.0211568925907326,0.334850184375132,"review"
"gaussian_mixture_bridge__joint_exqdesn_rhs","gaussian_mixture_bridge__joint_exqdesn_rhs","gaussian_mixture_bridge","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0,0,3000,0,6.43493195237202e-17,8.88178419700125e-16,"pass"
"gaussian_mixture_bridge__joint_exqdesn_rhs","gaussian_mixture_bridge__joint_exqdesn_rhs","gaussian_mixture_bridge","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0,0,5940,0,9.07383035151343e-17,8.88178419700125e-16,"pass"
"gaussian_mixture_bridge__exqdesn_rhs_independent","gaussian_mixture_bridge__exqdesn_rhs_independent","gaussian_mixture_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0,0,3000,0,6.51710828160544e-17,8.88178419700125e-16,"review"
"gaussian_mixture_bridge__exqdesn_rhs_independent","gaussian_mixture_bridge__exqdesn_rhs_independent","gaussian_mixture_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0,0,5940,0,6.48526246333505e-17,8.88178419700125e-16,"review"
"laplace_bridge__joint_qdesn_rhs","laplace_bridge__joint_qdesn_rhs","laplace_bridge","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,9,0,3000,0.003,0.00017019677478263,0.0699399222684431,"review"
"laplace_bridge__joint_qdesn_rhs","laplace_bridge__joint_qdesn_rhs","laplace_bridge","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,456,0,5940,0.0767676767676768,0.0582954463628184,1.10551998354812,"review"
"laplace_bridge__qdesn_rhs_independent","laplace_bridge__qdesn_rhs_independent","laplace_bridge","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,25,0,3000,0.00833333333333333,0.000396911495060948,0.0976503352097888,"review"
"laplace_bridge__qdesn_rhs_independent","laplace_bridge__qdesn_rhs_independent","laplace_bridge","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,1592,0,5940,0.268013468013468,0.0999158818917526,1.2061193285342,"review"
"laplace_bridge__joint_exqdesn_rhs","laplace_bridge__joint_exqdesn_rhs","laplace_bridge","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0,0,3000,0,7.10185878359328e-17,7.7715611723761e-16,"review"
"laplace_bridge__joint_exqdesn_rhs","laplace_bridge__joint_exqdesn_rhs","laplace_bridge","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0,0,5940,0,6.08570032591021e-17,8.88178419700125e-16,"review"
"laplace_bridge__exqdesn_rhs_independent","laplace_bridge__exqdesn_rhs_independent","laplace_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0,0,3000,0,6.98964695646152e-17,7.7715611723761e-16,"review"
"laplace_bridge__exqdesn_rhs_independent","laplace_bridge__exqdesn_rhs_independent","laplace_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0,0,5940,0,6.25952312269496e-17,8.88178419700125e-16,"review"
"nonlinear_reservoir_friendly__joint_qdesn_rhs","nonlinear_reservoir_friendly__joint_qdesn_rhs","nonlinear_reservoir_friendly","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,15,0,3000,0.005,0.000348658557266446,0.110672852826561,"pass"
"nonlinear_reservoir_friendly__joint_qdesn_rhs","nonlinear_reservoir_friendly__joint_qdesn_rhs","nonlinear_reservoir_friendly","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,2,0,5940,0.000336700336700337,4.06147282748047e-05,0.0781345885519645,"pass"
"nonlinear_reservoir_friendly__qdesn_rhs_independent","nonlinear_reservoir_friendly__qdesn_rhs_independent","nonlinear_reservoir_friendly","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,62,0,3000,0.0206666666666667,0.00233978624275024,0.206884946150203,"review"
"nonlinear_reservoir_friendly__qdesn_rhs_independent","nonlinear_reservoir_friendly__qdesn_rhs_independent","nonlinear_reservoir_friendly","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,25,0,5940,0.00420875420875421,0.000190907746939442,0.0600029715902735,"review"
"nonlinear_reservoir_friendly__joint_exqdesn_rhs","nonlinear_reservoir_friendly__joint_exqdesn_rhs","nonlinear_reservoir_friendly","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0,0,3000,0,7.77096641004147e-17,8.88178419700125e-16,"pass"
"nonlinear_reservoir_friendly__joint_exqdesn_rhs","nonlinear_reservoir_friendly__joint_exqdesn_rhs","nonlinear_reservoir_friendly","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0,0,5940,0,7.79929672232389e-17,8.88178419700125e-16,"pass"
"nonlinear_reservoir_friendly__exqdesn_rhs_independent","nonlinear_reservoir_friendly__exqdesn_rhs_independent","nonlinear_reservoir_friendly","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0,0,3000,0,8.0331574725534e-17,8.88178419700125e-16,"review"
"nonlinear_reservoir_friendly__exqdesn_rhs_independent","nonlinear_reservoir_friendly__exqdesn_rhs_independent","nonlinear_reservoir_friendly","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0,0,5940,0,7.8332902934693e-17,6.66133814775094e-16,"review"
"normal_bridge__joint_qdesn_rhs","normal_bridge__joint_qdesn_rhs","normal_bridge","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,2,0,3000,0.000666666666666667,1.00155191000969e-06,0.00105215182452734,"review"
"normal_bridge__joint_qdesn_rhs","normal_bridge__joint_qdesn_rhs","normal_bridge","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,92,0,5940,0.0154882154882155,0.000446776134897422,0.10976102804842,"review"
"normal_bridge__qdesn_rhs_independent","normal_bridge__qdesn_rhs_independent","normal_bridge","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,22,0,3000,0.00733333333333333,0.0001480162680889,0.0382330261509094,"review"
"normal_bridge__qdesn_rhs_independent","normal_bridge__qdesn_rhs_independent","normal_bridge","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,570,0,5940,0.095959595959596,0.0047343942193418,0.0930879381261133,"review"
"normal_bridge__joint_exqdesn_rhs","normal_bridge__joint_exqdesn_rhs","normal_bridge","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0,0,3000,0,5.73668097152742e-17,8.88178419700125e-16,"review"
"normal_bridge__joint_exqdesn_rhs","normal_bridge__joint_exqdesn_rhs","normal_bridge","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0,0,5940,0,5.27035526011632e-17,8.88178419700125e-16,"review"
"normal_bridge__exqdesn_rhs_independent","normal_bridge__exqdesn_rhs_independent","normal_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0,0,3000,0,5.33481988743542e-17,8.88178419700125e-16,"review"
"normal_bridge__exqdesn_rhs_independent","normal_bridge__exqdesn_rhs_independent","normal_bridge","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0,0,5940,0,5.24151829843774e-17,8.88178419700125e-16,"review"
"persistent_heavy_tail__joint_qdesn_rhs","persistent_heavy_tail__joint_qdesn_rhs","persistent_heavy_tail","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,3,0,3000,0.001,1.15869494034332e-05,0.0115943023557574,"review"
"persistent_heavy_tail__joint_qdesn_rhs","persistent_heavy_tail__joint_qdesn_rhs","persistent_heavy_tail","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,0,0,5940,0,9.26787907280885e-17,1.77635683940025e-15,"review"
"persistent_heavy_tail__qdesn_rhs_independent","persistent_heavy_tail__qdesn_rhs_independent","persistent_heavy_tail","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,11,0,3000,0.00366666666666667,0.000171209690430943,0.0614757201352373,"review"
"persistent_heavy_tail__qdesn_rhs_independent","persistent_heavy_tail__qdesn_rhs_independent","persistent_heavy_tail","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,0,0,5940,0,8.26579465447835e-17,8.88178419700125e-16,"review"
"persistent_heavy_tail__joint_exqdesn_rhs","persistent_heavy_tail__joint_exqdesn_rhs","persistent_heavy_tail","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0,0,3000,0,9.49240686054509e-17,1.77635683940025e-15,"review"
"persistent_heavy_tail__joint_exqdesn_rhs","persistent_heavy_tail__joint_exqdesn_rhs","persistent_heavy_tail","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0,0,5940,0,9.47063895961133e-17,1.77635683940025e-15,"review"
"persistent_heavy_tail__exqdesn_rhs_independent","persistent_heavy_tail__exqdesn_rhs_independent","persistent_heavy_tail","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0,0,3000,0,9.56774342293037e-17,1.77635683940025e-15,"review"
"persistent_heavy_tail__exqdesn_rhs_independent","persistent_heavy_tail__exqdesn_rhs_independent","persistent_heavy_tail","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0,0,5940,0,8.26709632288745e-17,1.33226762955019e-15,"review"
"regime_shift__joint_qdesn_rhs","regime_shift__joint_qdesn_rhs","regime_shift","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,0,0,3000,0,6.17442604980819e-17,8.88178419700125e-16,"review"
"regime_shift__joint_qdesn_rhs","regime_shift__joint_qdesn_rhs","regime_shift","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,0,0,5940,0,5.9271971650172e-17,8.88178419700125e-16,"review"
"regime_shift__qdesn_rhs_independent","regime_shift__qdesn_rhs_independent","regime_shift","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,1,0,3000,0.000333333333333333,1.95796190010794e-06,0.00342643332507953,"review"
"regime_shift__qdesn_rhs_independent","regime_shift__qdesn_rhs_independent","regime_shift","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,3,0,5940,0.000505050505050505,2.52354879145078e-05,0.0491982795296324,"review"
"regime_shift__joint_exqdesn_rhs","regime_shift__joint_exqdesn_rhs","regime_shift","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0,0,3000,0,6.38298937514849e-17,8.88178419700125e-16,"review"
"regime_shift__joint_exqdesn_rhs","regime_shift__joint_exqdesn_rhs","regime_shift","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0,0,5940,0,5.75617796172899e-17,8.88178419700125e-16,"review"
"regime_shift__exqdesn_rhs_independent","regime_shift__exqdesn_rhs_independent","regime_shift","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0,0,3000,0,6.1276380794847e-17,8.88178419700125e-16,"review"
"regime_shift__exqdesn_rhs_independent","regime_shift__exqdesn_rhs_independent","regime_shift","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0,0,5940,0,5.66846553662332e-17,8.88178419700125e-16,"review"
"student_t_location_scale__joint_qdesn_rhs","student_t_location_scale__joint_qdesn_rhs","student_t_location_scale","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","fit",500,0,0,3000,0,7.31121512537974e-17,8.88178419700125e-16,"review"
"student_t_location_scale__joint_qdesn_rhs","student_t_location_scale__joint_qdesn_rhs","student_t_location_scale","joint_qdesn_rhs_vb","joint_qdesn_rhs_mcmc","Joint QDESN, AL, RHS","AL","joint","forecast",990,0,0,5940,0,8.21532997154084e-17,8.88178419700125e-16,"review"
"student_t_location_scale__qdesn_rhs_independent","student_t_location_scale__qdesn_rhs_independent","student_t_location_scale","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","fit",500,15,0,3000,0.005,0.000196726739443759,0.0763420152768054,"review"
"student_t_location_scale__qdesn_rhs_independent","student_t_location_scale__qdesn_rhs_independent","student_t_location_scale","qdesn_rhs_independent_vb","qdesn_rhs_independent_mcmc","Independent QDESN, AL, RHS","AL","independent","forecast",990,6,0,5940,0.00101010101010101,3.61721850622394e-05,0.049211730689088,"review"
"student_t_location_scale__joint_exqdesn_rhs","student_t_location_scale__joint_exqdesn_rhs","student_t_location_scale","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","fit",500,0,0,3000,0,7.05080834987168e-17,8.88178419700125e-16,"review"
"student_t_location_scale__joint_exqdesn_rhs","student_t_location_scale__joint_exqdesn_rhs","student_t_location_scale","joint_exqdesn_rhs_vb","joint_exqdesn_rhs_mcmc","Joint exQDESN, exAL, RHS","exAL","joint","forecast",990,0,0,5940,0,7.32183473703123e-17,8.88178419700125e-16,"review"
"student_t_location_scale__exqdesn_rhs_independent","student_t_location_scale__exqdesn_rhs_independent","student_t_location_scale","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","fit",500,0,0,3000,0,7.14775461041484e-17,8.88178419700125e-16,"review"
"student_t_location_scale__exqdesn_rhs_independent","student_t_location_scale__exqdesn_rhs_independent","student_t_location_scale","exqdesn_rhs_independent_vb","exqdesn_rhs_independent_mcmc","Independent exQDESN, exAL, RHS","exAL","independent","forecast",990,0,0,5940,0,7.02210055375062e-17,1.77635683940025e-15,"review"
