"origin_date","target_date","horizon","member","glofas_streamflow","value"
2022-12-25,2022-12-26,1,"member_47",0.3125,0.271933715483642
2022-12-25,2022-12-26,1,"member_48",0.3125,0.271933715483642
2022-12-25,2022-12-26,1,"member_49",0.3125,0.271933715483642
2022-12-25,2022-12-26,1,"member_50",0.3125,0.271933715483642
2022-12-25,2022-12-27,2,"member_00",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_01",0.359375,0.307025035294912
2022-12-25,2022-12-27,2,"member_02",0.5,0.405465108108164
2022-12-25,2022-12-27,2,"member_03",0.3359375,0.289633292583043
2022-12-25,2022-12-27,2,"member_04",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_05",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_06",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_07",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_08",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_09",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_10",0.3125,0.271933715483642
2022-12-25,2022-12-27,2,"member_11",1,0.693147180559945
2022-12-25,2022-12-27,2,"member_12",1.953125,1.08286393169997
2022-12-25,2022-12-27,2,"member_13",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_14",0.34375,0.295464212893836
2022-12-25,2022-12-27,2,"member_15",0.34375,0.295464212893836
2022-12-25,2022-12-27,2,"member_16",0.5859375,0.46117571512217
2022-12-25,2022-12-27,2,"member_17",0.59375,0.466089729924599
2022-12-25,2022-12-27,2,"member_18",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_19",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_20",1.6796875,0.985700183246323
2022-12-25,2022-12-27,2,"member_21",0.8046875,0.590387446602176
2022-12-25,2022-12-27,2,"member_22",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_23",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_24",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_25",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_26",0.390625,0.329753286372468
2022-12-25,2022-12-27,2,"member_27",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_28",0.3125,0.271933715483642
2022-12-25,2022-12-27,2,"member_29",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_30",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_31",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_32",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_33",0.3359375,0.289633292583043
2022-12-25,2022-12-27,2,"member_34",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_35",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_36",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_37",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_38",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_39",0.3984375,0.335355541921138
2022-12-25,2022-12-27,2,"member_40",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_41",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_42",0.34375,0.295464212893836
2022-12-25,2022-12-27,2,"member_43",0.640625,0.495077266797852
2022-12-25,2022-12-27,2,"member_44",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_45",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_46",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_47",0.328125,0.283768173130645
2022-12-25,2022-12-27,2,"member_48",0.5546875,0.441274560804875
2022-12-25,2022-12-27,2,"member_49",0.3203125,0.277868451003456
2022-12-25,2022-12-27,2,"member_50",0.3359375,0.289633292583043
2022-12-25,2022-12-28,3,"member_00",2.296875,1.19297505011639
2022-12-25,2022-12-28,3,"member_01",2.6015625,1.28136777907703
2022-12-25,2022-12-28,3,"member_02",2.90625,1.36257783450257
2022-12-25,2022-12-28,3,"member_03",2.5234375,1.25943707558306
2022-12-25,2022-12-28,3,"member_04",1.640625,0.971015631563402
2022-12-25,2022-12-28,3,"member_05",1.6328125,0.968052666432745
2022-12-25,2022-12-28,3,"member_06",2.1796875,1.15678292152298
2022-12-25,2022-12-28,3,"member_07",1.984375,1.09339034468696
2022-12-25,2022-12-28,3,"member_08",1.9375,1.07755887947028
2022-12-25,2022-12-28,3,"member_09",2.0625,1.11923157587085
2022-12-25,2022-12-28,3,"member_10",1.2109375,0.79341663372362
2022-12-25,2022-12-28,3,"member_11",3.6796875,1.54323133419583
2022-12-25,2022-12-28,3,"member_12",4.8515625,1.7667087195976
2022-12-25,2022-12-28,3,"member_13",1.859375,1.05060306948175
2022-12-25,2022-12-28,3,"member_14",2.5625,1.27046254559477
2022-12-25,2022-12-28,3,"member_15",2.546875,1.26606693412173
2022-12-25,2022-12-28,3,"member_16",3.0546875,1.39987361924627
2022-12-25,2022-12-28,3,"member_17",3.0625,1.40179854765586
2022-12-25,2022-12-28,3,"member_18",2.171875,1.15432289568212
2022-12-25,2022-12-28,3,"member_19",1.8046875,1.03129212456866
2022-12-25,2022-12-28,3,"member_20",4.5390625,1.71182526261251
2022-12-25,2022-12-28,3,"member_21",3.40625,1.48302398757844
2022-12-25,2022-12-28,3,"member_22",1.5703125,0.944027486845755
2022-12-25,2022-12-28,3,"member_23",1.8671875,1.05333158413495
2022-12-25,2022-12-28,3,"member_24",1.6484375,0.973969843460833
2022-12-25,2022-12-28,3,"member_25",2.3203125,1.2000589050048
2022-12-25,2022-12-28,3,"member_26",2.6796875,1.3028278300968
2022-12-25,2022-12-28,3,"member_27",2.140625,1.1444218246994
2022-12-25,2022-12-28,3,"member_28",1.015625,0.700929321002
2022-12-25,2022-12-28,3,"member_29",1.984375,1.09339034468696
2022-12-25,2022-12-28,3,"member_30",1.84375,1.04512360371712
2022-12-25,2022-12-28,3,"member_31",2.0625,1.11923157587085
2022-12-25,2022-12-28,3,"member_32",2.21875,1.16899308542991
2022-12-25,2022-12-28,3,"member_33",2.484375,1.24828868810045
2022-12-25,2022-12-28,3,"member_34",2.3046875,1.19534191512666
2022-12-25,2022-12-28,3,"member_35",1.3515625,0.855080000829259
2022-12-25,2022-12-28,3,"member_36",2.0859375,1.1268555009815
2022-12-25,2022-12-28,3,"member_37",1.8515625,1.04786708966287
2022-12-25,2022-12-28,3,"member_38",1.828125,1.03961394790615
2022-12-25,2022-12-28,3,"member_39",2.6953125,1.30706512457232
2022-12-25,2022-12-28,3,"member_40",1.5,0.916290731874155
2022-12-25,2022-12-28,3,"member_41",1.5859375,0.950088111457446
2022-12-25,2022-12-28,3,"member_42",2.5546875,1.26826715503133
2022-12-25,2022-12-28,3,"member_43",3.1484375,1.42273175732232
2022-12-25,2022-12-28,3,"member_44",1.5703125,0.944027486845755
2022-12-25,2022-12-28,3,"member_45",1.6796875,0.985700183246323
2022-12-25,2022-12-28,3,"member_46",1.828125,1.03961394790615
2022-12-25,2022-12-28,3,"member_47",1.8125,1.03407376753054
2022-12-25,2022-12-28,3,"member_48",3,1.38629436111989
2022-12-25,2022-12-28,3,"member_49",1.265625,0.817850659060902
2022-12-25,2022-12-28,3,"member_50",2.4609375,1.24153950612552
2022-12-25,2022-12-29,4,"member_00",2.0859375,1.1268555009815
2022-12-25,2022-12-29,4,"member_01",2.3828125,1.21870746408287
2022-12-25,2022-12-29,4,"member_02",2.890625,1.35856981310504
2022-12-25,2022-12-29,4,"member_03",3.046875,1.39794497833987
2022-12-25,2022-12-29,4,"member_04",1.8984375,1.06417179868782
2022-12-25,2022-12-29,4,"member_05",1.5546875,0.937929906977636
2022-12-25,2022-12-29,4,"member_06",1.9921875,1.09600472526103
2022-12-25,2022-12-29,4,"member_07",2.828125,1.34237512718506
2022-12-25,2022-12-29,4,"member_08",1.7734375,1.0200875255558
2022-12-25,2022-12-29,4,"member_09",1.8828125,1.05876638012091
2022-12-25,2022-12-29,4,"member_10",1.4140625,0.881311012978128
2022-12-25,2022-12-29,4,"member_11",3.375,1.47590651980958
2022-12-25,2022-12-29,4,"member_12",4.3359375,1.67446459565117
2022-12-25,2022-12-29,4,"member_13",1.9765625,1.09076911120708
2022-12-25,2022-12-29,4,"member_14",3.984375,1.60630801942517
2022-12-25,2022-12-29,4,"member_15",2.8125,1.33828514193353
2022-12-25,2022-12-29,4,"member_16",3.109375,1.41327094881809
2022-12-25,2022-12-29,4,"member_17",2.84375,1.34644845257269
2022-12-25,2022-12-29,4,"member_18",2.3828125,1.21870746408287
2022-12-25,2022-12-29,4,"member_19",2.234375,1.1738357099057
2022-12-25,2022-12-29,4,"member_20",4.203125,1.64925940662077
2022-12-25,2022-12-29,4,"member_21",3.1953125,1.43396783058925
2022-12-25,2022-12-29,4,"member_22",1.53125,0.928713251872712
2022-12-25,2022-12-29,4,"member_23",2.578125,1.27483892019457
2022-12-25,2022-12-29,4,"member_24",1.828125,1.03961394790615
2022-12-25,2022-12-29,4,"member_25",2.15625,1.14938461404153
2022-12-25,2022-12-29,4,"member_26",2.4375,1.23474446299269
2022-12-25,2022-12-29,4,"member_27",1.9921875,1.09600472526103
2022-12-25,2022-12-29,4,"member_28",2.359375,1.21175494476799
2022-12-25,2022-12-29,4,"member_29",3.34375,1.46873803033097
2022-12-25,2022-12-29,4,"member_30",1.703125,0.994408511138107
2022-12-25,2022-12-29,4,"member_31",2.2265625,1.17141732904142
2022-12-25,2022-12-29,4,"member_32",2.046875,1.11411647520407
2022-12-25,2022-12-29,4,"member_33",2.4375,1.23474446299269
2022-12-25,2022-12-29,4,"member_34",3.203125,1.43582829624217
2022-12-25,2022-12-29,4,"member_35",1.8828125,1.05876638012091
2022-12-25,2022-12-29,4,"member_36",3.2109375,1.43768530698938
2022-12-25,2022-12-29,4,"member_37",1.890625,1.06147274171865
2022-12-25,2022-12-29,4,"member_38",2.0625,1.11923157587085
2022-12-25,2022-12-29,4,"member_39",2.515625,1.25721731884475
2022-12-25,2022-12-29,4,"member_40",1.5390625,0.93179491841012
2022-12-25,2022-12-29,4,"member_41",1.6796875,0.985700183246323
2022-12-25,2022-12-29,4,"member_42",2.671875,1.30070243078449
2022-12-25,2022-12-29,4,"member_43",3.453125,1.49360609690898
2022-12-25,2022-12-29,4,"member_44",1.8515625,1.04786708966287
2022-12-25,2022-12-29,4,"member_45",1.5234375,0.925622059303039
2022-12-25,2022-12-29,4,"member_46",1.8125,1.03407376753054
2022-12-25,2022-12-29,4,"member_47",1.703125,0.994408511138107
2022-12-25,2022-12-29,4,"member_48",2.796875,1.33417835998088
2022-12-25,2022-12-29,4,"member_49",1.3125,0.838329190404443
2022-12-25,2022-12-29,4,"member_50",2.2734375,1.18584065600252
2022-12-25,2022-12-30,5,"member_00",2.71875,1.3133875903118
2022-12-25,2022-12-30,5,"member_01",2.8984375,1.3605758318319
2022-12-25,2022-12-30,5,"member_02",3.3125,1.46151778235748
2022-12-25,2022-12-30,5,"member_03",3.7890625,1.56633467201659
2022-12-25,2022-12-30,5,"member_04",1.875,1.05605267424931
2022-12-25,2022-12-30,5,"member_05",2.53125,1.26165191591261
2022-12-25,2022-12-30,5,"member_06",2.78125,1.33005464279701
2022-12-25,2022-12-30,5,"member_07",3.515625,1.50754360475276
2022-12-25,2022-12-30,5,"member_08",2.25,1.17865499634165
2022-12-25,2022-12-30,5,"member_09",3.140625,1.42084674262655
2022-12-25,2022-12-30,5,"member_10",2.359375,1.21175494476799
2022-12-25,2022-12-30,5,"member_11",4.2109375,1.65075978199601
2022-12-25,2022-12-30,5,"member_12",5.421875,1.85971013113656
2022-12-25,2022-12-30,5,"member_13",2.1015625,1.13190601676757
2022-12-25,2022-12-30,5,"member_14",4.03125,1.61566846218474
2022-12-25,2022-12-30,5,"member_15",3.8203125,1.57283875998577
2022-12-25,2022-12-30,5,"member_16",3.4453125,1.49185017020671
2022-12-25,2022-12-30,5,"member_17",4.7890625,1.75597036137647
2022-12-25,2022-12-30,5,"member_18",2.578125,1.27483892019457
2022-12-25,2022-12-30,5,"member_19",2.28125,1.1882244473578
2022-12-25,2022-12-30,5,"member_20",4.421875,1.69044169658719
2022-12-25,2022-12-30,5,"member_21",4.4453125,1.69475514684091
2022-12-25,2022-12-30,5,"member_22",2.6015625,1.28136777907703
2022-12-25,2022-12-30,5,"member_23",2.5546875,1.26826715503133
2022-12-25,2022-12-30,5,"member_24",2.265625,1.18345116860514
2022-12-25,2022-12-30,5,"member_25",2.328125,1.20240908234975
2022-12-25,2022-12-30,5,"member_26",2.1796875,1.15678292152298
2022-12-25,2022-12-30,5,"member_27",2.828125,1.34237512718506
2022-12-25,2022-12-30,5,"member_28",2.2734375,1.18584065600252
2022-12-25,2022-12-30,5,"member_29",3.328125,1.46513442282767
2022-12-25,2022-12-30,5,"member_30",2.3984375,1.22331576716907
2022-12-25,2022-12-30,5,"member_31",3.3515625,1.47053497600767
2022-12-25,2022-12-30,5,"member_32",2.03125,1.10897507570366
2022-12-25,2022-12-30,5,"member_33",3.7265625,1.55319819411122
2022-12-25,2022-12-30,5,"member_34",3.359375,1.47232869846169
2022-12-25,2022-12-30,5,"member_35",1.828125,1.03961394790615
2022-12-25,2022-12-30,5,"member_36",3.8359375,1.57607500876498
2022-12-25,2022-12-30,5,"member_37",2.1953125,1.16168489212318
2022-12-25,2022-12-30,5,"member_38",2.53125,1.26165191591261
2022-12-25,2022-12-30,5,"member_39",2.84375,1.34644845257269
2022-12-25,2022-12-30,5,"member_40",2.421875,1.23018864645683
2022-12-25,2022-12-30,5,"member_41",1.4765625,0.906871509957663
2022-12-25,2022-12-30,5,"member_42",3.5078125,1.50581200258848
2022-12-25,2022-12-30,5,"member_43",3.8515625,1.57930081801386
2022-12-25,2022-12-30,5,"member_44",2.40625,1.22561197942942
2022-12-25,2022-12-30,5,"member_45",1.5,0.916290731874155
2022-12-25,2022-12-30,5,"member_46",2.3984375,1.22331576716907
2022-12-25,2022-12-30,5,"member_47",3.4296875,1.48832903980813
2022-12-25,2022-12-30,5,"member_48",3.6953125,1.54656467061559
2022-12-25,2022-12-30,5,"member_49",1.7265625,1.00304165828281
2022-12-25,2022-12-30,5,"member_50",3.328125,1.46513442282767
2022-12-25,2022-12-31,6,"member_00",4.3671875,1.68030402830273
2022-12-25,2022-12-31,6,"member_01",4.7421875,1.74784023529322
2022-12-25,2022-12-31,6,"member_02",3.796875,1.56796466422753
2022-12-25,2022-12-31,6,"member_03",5.1953125,1.82379295771523
2022-12-25,2022-12-31,6,"member_04",2.9375,1.37054600415175
2022-12-25,2022-12-31,6,"member_05",2.734375,1.31758046857184
2022-12-25,2022-12-31,6,"member_06",3.890625,1.58732010718048
2022-12-25,2022-12-31,6,"member_07",4.671875,1.73551975090518
2022-12-25,2022-12-31,6,"member_08",4.859375,1.76804294261074
2022-12-25,2022-12-31,6,"member_09",5.734375,1.90722500674408
2022-12-25,2022-12-31,6,"member_10",3.9453125,1.59844015822456
2022-12-25,2022-12-31,6,"member_11",6.7421875,2.04668427041037
2022-12-25,2022-12-31,6,"member_12",6.1015625,1.96031483025786
2022-12-25,2022-12-31,6,"member_13",4.5390625,1.71182526261251
2022-12-25,2022-12-31,6,"member_14",5.984375,1.9436755112539
2022-12-25,2022-12-31,6,"member_15",6.359375,1.99597501065675
2022-12-25,2022-12-31,6,"member_16",15.0703125,2.77697362573334
2022-12-25,2022-12-31,6,"member_17",5.1796875,1.82126770384804
2022-12-25,2022-12-31,6,"member_18",3.9921875,1.60787419045792
2022-12-25,2022-12-31,6,"member_19",3.15625,1.42461322542203
2022-12-25,2022-12-31,6,"member_20",5.0078125,1.79306070558603
2022-12-25,2022-12-31,6,"member_21",7.28125,2.1139939231865
2022-12-25,2022-12-31,6,"member_22",3.5078125,1.50581200258848
2022-12-25,2022-12-31,6,"member_23",2.8515625,1.34847891012307
2022-12-25,2022-12-31,6,"member_24",2.0546875,1.11667729606575
2022-12-25,2022-12-31,6,"member_25",4.28125,1.66416281212335
2022-12-25,2022-12-31,6,"member_26",4.4296875,1.69188158164518
2022-12-25,2022-12-31,6,"member_27",4.3671875,1.68030402830273
2022-12-25,2022-12-31,6,"member_28",3.4140625,1.48479546722682
2022-12-25,2022-12-31,6,"member_29",3.9375,1.59685913022724
2022-12-25,2022-12-31,6,"member_30",4.34375,1.67592765370293
2022-12-25,2022-12-31,6,"member_31",4.796875,1.75731897924776
2022-12-25,2022-12-31,6,"member_32",2.734375,1.31758046857184
2022-12-25,2022-12-31,6,"member_33",4.3203125,1.6715320422299
2022-12-25,2022-12-31,6,"member_34",3.1953125,1.43396783058925
2022-12-25,2022-12-31,6,"member_35",3.703125,1.5482271813892
2022-12-25,2022-12-31,6,"member_36",6.78125,2.05171699366498
2022-12-25,2022-12-31,6,"member_37",2.4453125,1.23701461152723
2022-12-25,2022-12-31,6,"member_38",3.75,1.55814461804655
2022-12-25,2022-12-31,6,"member_39",3.8515625,1.57930081801386
2022-12-25,2022-12-31,6,"member_40",3.4296875,1.48832903980813
2022-12-25,2022-12-31,6,"member_41",1.59375,0.953104704996871
2022-12-25,2022-12-31,6,"member_42",5.53125,1.87659834916508
2022-12-25,2022-12-31,6,"member_43",4.4296875,1.69188158164518
2022-12-25,2022-12-31,6,"member_44",4.5,1.70474809223843
2022-12-25,2022-12-31,6,"member_45",3.7578125,1.55978800379028
2022-12-25,2022-12-31,6,"member_46",4.125,1.63413052502447
2022-12-25,2022-12-31,6,"member_47",3.8359375,1.57607500876498
2022-12-25,2022-12-31,6,"member_48",4.5,1.70474809223843
2022-12-25,2022-12-31,6,"member_49",3.7109375,1.54988693280757
2022-12-25,2022-12-31,6,"member_50",4.609375,1.72443930512861
2022-12-25,2023-01-01,7,"member_00",6.3671875,1.99703601871384
2022-12-25,2023-01-01,7,"member_01",6.3984375,2.00126882926646
2022-12-25,2023-01-01,7,"member_02",6.1953125,1.97342977233569
2022-12-25,2023-01-01,7,"member_03",4.7890625,1.75597036137647
2022-12-25,2023-01-01,7,"member_04",3.390625,1.47947158597407
2022-12-25,2023-01-01,7,"member_05",3.8203125,1.57283875998577
2022-12-25,2023-01-01,7,"member_06",5.8046875,1.91761171293289
2022-12-25,2023-01-01,7,"member_07",5.3828125,1.85360883094039
2022-12-25,2023-01-01,7,"member_08",8.40625,2.24137436194915
2022-12-25,2023-01-01,7,"member_09",7.640625,2.15647491816266
2022-12-25,2023-01-01,7,"member_10",6.1171875,1.96251263334034
2022-12-25,2023-01-01,7,"member_11",9.015625,2.304146373561
2022-12-25,2023-01-01,7,"member_12",7.1484375,2.09782619108116
2022-12-25,2023-01-01,7,"member_13",6.7734375,2.05071247323898
2022-12-25,2023-01-01,7,"member_14",8.8984375,2.29237691640152
2022-12-25,2023-01-01,7,"member_15",7.53125,2.14373589238523
2022-12-25,2023-01-01,7,"member_16",19.46875,3.01889933283553
2022-12-25,2023-01-01,7,"member_17",6.75,2.04769284336526
2022-12-25,2023-01-01,7,"member_18",3.8671875,1.58251625486784
2022-12-25,2023-01-01,7,"member_19",4.125,1.63413052502447
2022-12-25,2023-01-01,7,"member_20",5.3828125,1.85360883094039
2022-12-25,2023-01-01,7,"member_21",11.0078125,2.48555747961898
2022-12-25,2023-01-01,7,"member_22",5.78125,1.91416145074073
2022-12-25,2023-01-01,7,"member_23",4.3984375,1.68610955984805
2022-12-25,2023-01-01,7,"member_24",3.9765625,1.60473939165255
2022-12-25,2023-01-01,7,"member_25",6.703125,2.04162609068302
2022-12-25,2023-01-01,7,"member_26",7.109375,2.09302079980622
2022-12-25,2023-01-01,7,"member_27",5.9765625,1.94255631695688
2022-12-25,2023-01-01,7,"member_28",5.8671875,1.92675463376556
2022-12-25,2023-01-01,7,"member_29",5.9609375,1.94031416355119
2022-12-25,2023-01-01,7,"member_30",7.6484375,2.15737866878902
2022-12-25,2023-01-01,7,"member_31",6.4765625,2.01177312753334
2022-12-25,2023-01-01,7,"member_32",3.578125,1.5212895256574
2022-12-25,2023-01-01,7,"member_33",5.109375,1.80982447662569
2022-12-25,2023-01-01,7,"member_34",4,1.6094379124341
2022-12-25,2023-01-01,7,"member_35",4.0078125,1.61099919300105
2022-12-25,2023-01-01,7,"member_36",7.0390625,2.08431247191443
2022-12-25,2023-01-01,7,"member_37",3.8984375,1.5889162767133
2022-12-25,2023-01-01,7,"member_38",4.125,1.63413052502447
2022-12-25,2023-01-01,7,"member_39",6.0703125,1.95590467978031
2022-12-25,2023-01-01,7,"member_40",4.8515625,1.7667087195976
2022-12-25,2023-01-01,7,"member_41",3.3125,1.46151778235748
2022-12-25,2023-01-01,7,"member_42",6.8828125,2.06468475643399
2022-12-25,2023-01-01,7,"member_43",7.234375,2.10831746518169
2022-12-25,2023-01-01,7,"member_44",5.3125,1.84253179460148
2022-12-25,2023-01-01,7,"member_45",6.328125,1.99171968508661
2022-12-25,2023-01-01,7,"member_46",5.3984375,1.85605381993345
2022-12-25,2023-01-01,7,"member_47",4.6796875,1.7368962136139
2022-12-25,2023-01-01,7,"member_48",6.578125,2.02526580757781
2022-12-25,2023-01-01,7,"member_49",3.421875,1.48656381428357
2022-12-25,2023-01-01,7,"member_50",4.140625,1.6371746674057
2022-12-25,2023-01-02,8,"member_00",6.359375,1.99597501065675
2022-12-25,2023-01-02,8,"member_01",6.4921875,2.01386081096382
2022-12-25,2023-01-02,8,"member_02",6.5078125,2.01594414505068
2022-12-25,2023-01-02,8,"member_03",5.5859375,1.88493669408224
2022-12-25,2023-01-02,8,"member_04",3.03125,1.39407650156195
2022-12-25,2023-01-02,8,"member_05",3.734375,1.5548497221497
2022-12-25,2023-01-02,8,"member_06",5.25,1.83258146374831
2022-12-25,2023-01-02,8,"member_07",5.515625,1.87420313843913
2022-12-25,2023-01-02,8,"member_08",7.546875,2.14556571906231
2022-12-25,2023-01-02,8,"member_09",7.1015625,2.09205694430991
2022-12-25,2023-01-02,8,"member_10",5.6640625,1.89672928357206
2022-12-25,2023-01-02,8,"member_11",8.140625,2.21272876387218
2022-12-25,2023-01-02,8,"member_12",6.3984375,2.00126882926646
2022-12-25,2023-01-02,8,"member_13",6.1015625,1.96031483025786
2022-12-25,2023-01-02,8,"member_14",8.953125,2.29788657221249
2022-12-25,2023-01-02,8,"member_15",6.7734375,2.05071247323898
2022-12-25,2023-01-02,8,"member_16",16.3125,2.85142878394756
2022-12-25,2023-01-02,8,"member_17",6.09375,1.95921411468168
2022-12-25,2023-01-02,8,"member_18",3.4375,1.49009115480153
2022-12-25,2023-01-02,8,"member_19",3.71875,1.5515439340152
2022-12-25,2023-01-02,8,"member_20",5.15625,1.81746782593826
2022-12-25,2023-01-02,8,"member_21",9.8046875,2.37998006774514
2022-12-25,2023-01-02,8,"member_22",5.3203125,1.84376865313887
2022-12-25,2023-01-02,8,"member_23",3.9609375,1.60159473497307
2022-12-25,2023-01-02,8,"member_24",3.71875,1.5515439340152
2022-12-25,2023-01-02,8,"member_25",6.4921875,2.01386081096382
2022-12-25,2023-01-02,8,"member_26",6.5078125,2.01594414505068
2022-12-25,2023-01-02,8,"member_27",6.109375,1.96141433559128
2022-12-25,2023-01-02,8,"member_28",5.65625,1.8955562629097
2022-12-25,2023-01-02,8,"member_29",5.890625,1.93016179208717
2022-12-25,2023-01-02,8,"member_30",6.9453125,2.07258213212894
2022-12-25,2023-01-02,8,"member_31",6.8203125,2.0567245153956
2022-12-25,2023-01-02,8,"member_32",3.1953125,1.43396783058925
2022-12-25,2023-01-02,8,"member_33",4.5859375,1.72025227877439
2022-12-25,2023-01-02,8,"member_34",5.3125,1.84253179460148
2022-12-25,2023-01-02,8,"member_35",3.5859375,1.52299455590848
2022-12-25,2023-01-02,8,"member_36",7.8203125,2.17705730023004
2022-12-25,2023-01-02,8,"member_37",3.5390625,1.51272049293229
2022-12-25,2023-01-02,8,"member_38",3.6875,1.54489939129653
2022-12-25,2023-01-02,8,"member_39",5.5234375,1.87540146093124
2022-12-25,2023-01-02,8,"member_40",5.2578125,1.83383068314874
2022-12-25,2023-01-02,8,"member_41",3.0078125,1.38824558125115
2022-12-25,2023-01-02,8,"member_42",6.1953125,1.97342977233569
2022-12-25,2023-01-02,8,"member_43",7.75,2.16905370036952
2022-12-25,2023-01-02,8,"member_44",4.765625,1.75191356068086
2022-12-25,2023-01-02,8,"member_45",5.8125,1.91875915998936
2022-12-25,2023-01-02,8,"member_46",4.8984375,1.77468748532941
2022-12-25,2023-01-02,8,"member_47",4.546875,1.71323470611574
